cultivar,well,target,sample,cycle_start,cycle_end,slope,r2,efficiency
tacapa,A10,CmCYP,T.15.A,17,21,0.31329683503220634,0.9984473687533785,2.0572962526917933
tacapa,A11,CmCYP,T.30.B,19,23,0.3040408118033248,0.9990467093317923,2.01391349375816
tacapa,A12,CmCYP,T.M.C,17,21,0.31904000591679726,0.9984938595247104,2.0846829090458954
tacapa,B01,CmACS,T.15.A,26,30,0.2969777823337317,0.9975301824855203,1.981425657305382
tacapa,B02,CmACS,T.30.B,26,30,0.29578839548325236,0.9987161942906192,1.976006621181397
tacapa,B03,CmACS,T.M.C,24,28,0.2916615774750572,0.9986219864392073,1.9573188449102414
tacapa,B04,CmACO,T.30.A,22,26,0.2870899378840628,0.9986057151932038,1.9368230183825235
tacapa,B05,CmACO,T.M.B,19,23,0.3398578836779911,0.9988339977976617,2.1870458290625825
tacapa,B06,CmATH,T.15.C,20,24,0.28115974696761953,0.9991300202210356,1.9105558909910758
tacapa,B07,CmATH,T.M.A,22,26,0.309193095601261,0.9984346835608461,2.0379479868024997
tacapa,B08,CmEREBP,T.15.B,21,25,0.295446997538652,0.9970407914891404,1.9744538970645806
tacapa,B09,CmEREBP,T.30.C,20,24,0.3177592344513156,0.9996207361669445,2.078544057804239
tacapa,B10,CmCYP,T.15.A,19,23,0.26884386514778325,0.998016035717175,1.857136668829957
tacapa,B11,CmCYP,T.30.B,19,23,0.3104037655040353,0.9982854654634841,2.0436370401448776
tacapa,B12,CmCYP,T.M.C,18,22,0.2934339179941482,0.9992183698906817,1.9653229153908007
tacapa,C01,CmACS,T.15.B,25,29,0.26996491639882236,0.9997609629300326,1.8619367177961088
tacapa,C02,CmACS,T.30.C,26,30,0.3029013462680027,0.9985245637079182,2.0086364817044102
tacapa,C03,CmACO,T.15.A,21,25,0.34595756711643455,0.9987801135921447,2.2179797007852478
tacapa,C04,CmACO,T.30.B,23,27,0.2924405462605936,0.9987637592889105,1.9608327244072399
tacapa,C05,CmACO,T.M.C,20,24,0.30304144334246663,0.9988534566104427,2.009284543100049
tacapa,C06,CmATH,T.30.A,21,25,0.3522337943994169,0.9994131387069218,2.2502656687203015
tacapa,C07,CmATH,T.M.B,22,26,0.3068853475933853,0.9989529864174478,2.027147488176655
tacapa,C08,CmEREBP,T.15.C,20,24,0.32556643705581556,0.9978142068918612,2.116247397603893
tacapa,C09,CmEREBP,T.M.A,21,25,0.29103205996949333,0.9979302279162676,1.9544837320180368
tacapa,C10,CmCYP,T.15.B,17,21,0.28928876173086693,0.9985530214014092,1.9466539786464891
tacapa,C11,CmCYP,T.30.C,18,22,0.3193315765099652,0.9986178502024732,2.0860829644054295
tacapa,D01,CmACS,T.15.B,26,30,0.27395176712540953,0.9994964873474285,1.8791081109071963
tacapa,D02,CmACS,T.30.C,24,28,0.33843736116674944,0.9987889275874636,2.1799039642510856
tacapa,D03,CmACO,T.15.A,22,26,0.31429040781373485,0.9990028510506923,2.0620082940161004
tacapa,D04,CmACO,T.30.B,23,27,0.28909445672016404,0.9985373875487495,1.9457832330199931
tacapa,D05,CmACO,T.M.C,19,23,0.3233699753309469,0.9987679587016094,2.1055714115575337
tacapa,D06,CmATH,T.30.A,24,28,0.2826082732165193,0.9987497629928755,1.9169389119374924
tacapa,D07,CmATH,T.M.B,21,25,0.3290505815085209,0.9982801074276338,2.133293359574568
tacapa,D08,CmEREBP,T.15.C,20,24,0.3110373803968092,0.9985675573411592,2.0466207849557816
tacapa,D09,CmEREBP,T.M.A,21,25,0.2987702118254853,0.9979343061853375,1.9896203387361928
tacapa,D10,CmCYP,T.15.B,17,21,0.3027658985697427,0.9971900172206563,2.0080101261369134
tacapa,D11,CmCYP,T.30.C,18,22,0.3114620145160072,0.9991387952545806,2.0486228597136678
tacapa,E01,CmACS,T.15.C,26,30,0.28587170472596957,0.9990966071779893,1.931397677029617
tacapa,E02,CmACS,T.M.A,26,30,0.29424007826179016,0.9991197714836921,1.9689744392183228
tacapa,E03,CmACO,T.15.B,20,24,0.29964215859730936,0.9993623959367378,1.9936189751905038
tacapa,E04,CmACO,T.30.C,23,27,0.30926140879691905,0.9986009073931081,2.0382685750099956
tacapa,E05,CmATH,T.15.A,25,29,0.3075483525298997,0.9990613306944149,2.030244546207336
tacapa,E06,CmATH,T.30.B,24,28,0.2946299322147935,0.9979908924783168,1.970742725797313
tacapa,E07,CmATH,T.M.C,22,26,0.2946720416102296,0.9987104628798139,1.9709338191948813
tacapa,E08,CmEREBP,T.30.A,20,24,0.2895600288618628,0.9997536512658758,1.9478702690081322
tacapa,E09,CmEREBP,T.M.B,19,23,0.2918704858544816,0.9971630974432124,1.9582605991512907
tacapa,E10,CmCYP,T.15.C,17,21,0.2867441325318223,0.9986084658289531,1.9352814441366788
tacapa,E11,CmCYP,T.M.A,19,23,0.3171290980461338,0.9977760689600548,2.075530396344973
tacapa,F01,CmACS,T.15.C,26,30,0.2940036185270987,0.9988016240385867,1.967902686137904
tacapa,F02,CmACS,T.M.A,26,30,0.30058973377382986,0.9987049088751131,1.9979735463920039
tacapa,F03,CmACO,T.15.B,21,25,0.2872620226125413,0.9986738255866482,1.9375906166798331
tacapa,F04,CmACO,T.30.C,24,28,0.2870491963535163,0.9991148306682542,1.9366413319087041
tacapa,F05,CmATH,T.15.A,26,30,0.29208939131307854,0.998314359810997,1.9592479061670276
tacapa,F06,CmATH,T.30.B,23,27,0.3128991057745635,0.9988285741584376,2.0554130320148762
tacapa,F07,CmATH,T.M.C,22,26,0.2962215867712378,0.9977760923105229,1.9779785916719188
tacapa,F08,CmEREBP,T.30.A,20,24,0.31270359330010955,0.998110189229807,2.0544879259797204
tacapa,F09,CmEREBP,T.M.B,19,23,0.28257067503058625,0.9991143701052233,1.9167729639254423
tacapa,F10,CmCYP,T.15.C,17,21,0.2866723357806729,0.9990748168765162,1.9349615334736414
tacapa,F11,CmCYP,T.M.A,20,24,0.28451256958862076,0.9981791896209815,1.9253627691744575
tacapa,G01,CmACS,T.30.A,25,29,0.30384594911144475,0.9991543461274182,2.0130100777735263
tacapa,G02,CmACS,T.M.B,26,30,0.29327316727645797,0.9983493529154484,1.964595601044093
tacapa,G03,CmACO,T.15.C,20,24,0.3102444343110263,0.9986441663392157,2.0428874211219537
tacapa,G04,CmACO,T.M.A,23,27,0.3077210204393799,0.9983642731857487,2.0310518965036506
tacapa,G05,CmATH,T.15.B,19,23,0.30862275064649125,0.9988443555777926,2.0352733719794274
tacapa,G06,CmATH,T.30.C,24,28,0.28074931194319186,0.9985954219068114,1.9087511509728246
tacapa,G07,CmEREBP,T.15.A,20,24,0.3088537469722007,0.9989601382386712,2.0363561988256387
tacapa,G08,CmEREBP,T.30.B,21,25,0.2893577776047981,0.9988960608865645,1.9469633555942838
tacapa,G09,CmEREBP,T.M.C,20,24,0.31480512378609604,0.9974202301962499,2.0644535882577184
tacapa,G10,CmCYP,T.30.A,19,23,0.29263138367267205,0.9984080865200645,1.9616945416434786
tacapa,G11,CmCYP,T.M.B,19,23,0.28872222676159165,0.9988531440574268,1.9441162339109526
tacapa,H01,CmACS,T.30.A,25,29,0.30384594911144475,0.9991543461274182,2.0130100777735263
tacapa,H02,CmACS,T.M.B,27,31,0.28839302007087503,0.9978908939701646,1.942643100852328
tacapa,H03,CmACO,T.15.C,20,24,0.3144689647046176,0.9979233855452664,2.0628562474303718
tacapa,H04,CmACO,T.M.A,22,26,0.3230308262866934,0.9991493569364626,2.1039277715716707
tacapa,H05,CmATH,T.15.B,19,23,0.30698905954878136,0.9992548384228982,2.027631640160647
tacapa,H06,CmATH,T.30.C,20,24,0.3674863991992501,0.9987592016498884,2.330700123601463
tacapa,H07,CmEREBP,T.15.A,20,24,0.32047253485355814,0.9979540923467641,2.091570630243418
tacapa,H08,CmEREBP,T.30.B,20,24,0.3058123223329136,0.9993954018355408,2.0221451323563677
tacapa,H09,CmEREBP,T.M.C,21,25,0.28783232637011363,0.9981988830231401,1.940136679572928
tacapa,H10,CmCYP,T.30.A,19,23,0.2934539187184578,0.9995430178444936,1.965413427217665
tacapa,H11,CmCYP,T.M.B,20,24,0.2679270013158997,0.9981967881143097,1.853220097470378
